Ano,Área de Avaliação,Grau Acadêmico,Organização Acadêmica,Categoria Administrativa,Modalidade de Ensino,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Conceito Enade (Faixa)
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,27,26,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,24,23,3
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,26,25,2
2023,AGRONOMIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,34,32,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,25,25,3
2023,ZOOTECNIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Guaraí,TO,33,33,1
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,38,31,2
2023,ENGENHARIA CIVIL,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Gurupi,TO,18,16,3
2023,AGRONOMIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Gurupi,TO,97,84,3
2023,ENGENHARIA FLORESTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Gurupi,TO,26,22,4
2023,MEDICINA,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,133,124,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Especial,Educação Presencial,Gurupi,TO,6,6,2
2023,FARMÁCIA,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,63,59,1
2023,ODONTOLOGIA,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,19,19,2
2023,FISIOTERAPIA,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,49,43,2
2023,ENFERMAGEM,Bacharelado,Universidade,Especial,Educação Presencial,Gurupi,TO,98,75,2
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Lagoa da Confusão,TO,28,24,2
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Universidade,Pública Estadual,Educação Presencial,Paraíso do Tocantins,TO,25,22,3
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Pedro Afonso,TO,12,12,3
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Porto Nacional,TO,4,3,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Porto Nacional,TO,10,10,3
2023,MEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Porto Nacional,TO,127,127,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Porto Nacional,TO,43,43,3
2023,AGRONOMIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Porto Nacional,TO,30,28,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,36,33,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,13,13,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,13,13,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,26,26,2
2023,MEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,128,128,3
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,71,70,3
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Palmas,TO,84,79,1
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Palmas,TO,10,10,2
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Palmas,TO,32,32,3
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação a Distância,Palmas,TO,40,33,2
2023,ENGENHARIA CIVIL,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Palmas,TO,83,71,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Palmas,TO,50,45,3
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Palmas,TO,19,10,1
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,23,22,4
2023,NUTRIÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,62,59,4
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,80,68,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,40,36,3
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,62,57,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,80,72,4
2023,ENGENHARIA DE ALIMENTOS,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,34,30,1
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Palmas,TO,64,62,3
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,22,17,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,16,14,3
2023,ENGENHARIA AMBIENTAL,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,15,12,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,8,6,3
2023,AGRONOMIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,55,41,2
2023,ZOOTECNIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,10,5,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,54,52,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,20,19,3
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,22,19,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,39,31,2
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,16,16,1
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,59,54,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,10,6,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,10,10,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Palmas,TO,7,6,2
2023,AGRONOMIA,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Palmas,TO,49,45,4
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,25,25,3
2023,FARMÁCIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,10,10,4
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,19,19,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,28,25,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,45,38,3
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,33,31,3
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,18,18,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,22,22,3
2023,AGRONOMIA,Bacharelado,Centro Universitário,Comunitária/Confessional,Educação Presencial,Palmas,TO,38,36,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,31,18,2
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Açailândia,MA,11,9,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Pública Estadual,Educação Presencial,Açailândia,MA,20,17,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,3,2,3
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,27,27,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,22,0,SC
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,8,8,2
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Açailândia,MA,10,7,2
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Bacabal,MA,7,6,4
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,4,1,SC
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,5,5,1
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,17,16,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,57,54,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,30,28,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Bacabal,MA,11,10,2
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Bacabal,MA,3,3,4
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Balsas,MA,1,1,SC
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Balsas,MA,4,4,5
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Balsas,MA,20,20,4
2023,AGRONOMIA,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Balsas,MA,21,21,4
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Balsas,MA,2,2,3
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Balsas,MA,10,9,4
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Barra do Corda,MA,42,36,2
2023,MEDICINA,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Caxias,MA,29,27,1
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,13,12,1
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,29,16,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,20,15,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,8,8,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,14,11,1
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,20,11,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,34,22,1
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,49,40,2
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,67,25,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,93,82,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Caxias,MA,42,21,1
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Caxias,MA,9,0,SC
2023,ZOOTECNIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Caxias,MA,45,39,2
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Caxias,MA,26,25,4
2023,AGRONOMIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Chapadinha,MA,53,49,3
2023,ZOOTECNIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Chapadinha,MA,30,24,3
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Codó,MA,54,40,3
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Colinas,MA,28,26,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Pública Estadual,Educação Presencial,Colinas,MA,10,8,2
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Coroatá,MA,15,15,3
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Crato,CE,41,39,4
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Pública Estadual,Educação Presencial,Coroatá,MA,18,18,2
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Grajaú,MA,13,12,3
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Federal,Educação Presencial,Imperatriz,MA,53,50,4
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Imperatriz,MA,22,21,4
2023,AGRONOMIA,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Imperatriz,MA,29,28,4
2023,ENGENHARIA FLORESTAL,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Imperatriz,MA,20,19,3
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,45,27,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,69,56,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,51,43,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,26,21,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,17,17,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,16,10,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,7,2,1
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,15,13,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,7,4,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,13,10,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,42,42,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,96,87,2
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,21,19,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,52,41,1
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,49,47,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,70,61,2
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,14,14,1
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,54,53,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,14,11,1
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Imperatriz,MA,82,77,2
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,27,23,3
2023,ENFERMAGEM,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,28,28,3
2023,MEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,102,102,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,26,23,3
2023,BIOMEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,24,22,3
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Imperatriz,MA,42,41,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Imperatriz,MA,59,59,4
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Imperatriz,MA,65,64,4
2023,ENGENHARIA DE ALIMENTOS,Bacharelado,Universidade,Pública Federal,Educação Presencial,Imperatriz,MA,21,21,2
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Universidade,Pública Estadual,Educação Presencial,Itapecuru Mirim,MA,29,24,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Paço do Lumiar,MA,100,96,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Pedreiras,MA,30,30,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Pedreiras,MA,35,34,2
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Federal,Educação Presencial,Pinheiro,MA,50,49,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Pinheiro,MA,57,54,2
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Pinheiro,MA,16,14,2
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Pinheiro,MA,61,60,3
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Estadual,Educação Presencial,Santa Inês,MA,31,29,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Santa Inês,MA,33,29,1
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Santa Inês,MA,7,6,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Pública Estadual,Educação Presencial,São Bento,MA,34,26,3
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,São Luís,MA,18,14,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,26,23,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,51,51,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,40,39,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,38,33,2
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,30,22,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,14,11,2
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,19,17,4
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,1,1,SC
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,33,30,1
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,17,16,1
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Luís,MA,62,54,1
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,46,39,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,65,55,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,13,10,2
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,19,16,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,7,7,4
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,14,13,3
2023,ENGENHARIA AMBIENTAL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,18,12,1
2023,ENGENHARIA ELÉTRICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,26,17,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,20,16,1
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,12,7,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,27,19,2
2023,ENGENHARIA QUÍMICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,6,5,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,17,7,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,5,4,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,14,9,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,59,59,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,56,52,3
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,34,31,2
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,13,10,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,93,84,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,73,63,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,39,38,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,83,76,3
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,12,11,2
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,20,10,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,70,59,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,19,13,3
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,9,8,2
2023,TECNOLOGIA EM SEGURANÇA NO TRABALHO,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,2,1,SC
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,31,31,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,1,1,SC
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,São Luís,MA,11,9,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,61,57,4
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,37,37,4
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,26,22,3
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,30,30,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,23,19,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,20,20,4
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,34,33,3
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,18,17,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Luís,MA,28,27,2
