Ano,Área de Avaliação,Grau Acadêmico,Organização Acadêmica,Categoria Administrativa,Modalidade de Ensino,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Conceito Enade (Faixa)
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,26,19,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,23,17,4
2023,ENGENHARIA ELÉTRICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,12,8,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação a Distância,Sete Lagoas,MG,8,6,4
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,55,55,3
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,17,17,4
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,37,37,3
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,11,8,4
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,17,9,3
2023,ENGENHARIA AMBIENTAL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,2,1,SC
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,13,9,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,1,0,SC
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,7,5,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Sete Lagoas,MG,8,6,4
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,9,6,3
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,30,30,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,25,25,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,10,9,2
2023,ENGENHARIA QUÍMICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,4,4,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,12,12,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Sete Lagoas,MG,18,17,3
2023,ENGENHARIA FLORESTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Sete Lagoas,MG,20,18,4
2023,AGRONOMIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Sete Lagoas,MG,97,90,4
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Teófilo Otoni,MG,36,36,4
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,92,88,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,39,37,3
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,10,9,4
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,57,42,2
2023,AGRONOMIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,6,6,3
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,45,34,3
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,11,8,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Teófilo Otoni,MG,10,10,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,72,52,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,47,46,2
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,28,22,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,8,4,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,15,8,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,32,21,2
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,8,3,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Teófilo Otoni,MG,13,6,1
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Teófilo Otoni,MG,11,8,3
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Teófilo Otoni,MG,1,0,SC
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Teófilo Otoni,MG,4,3,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Teófilo Otoni,MG,17,17,4
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Teófilo Otoni,MG,29,25,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Teófilo Otoni,MG,16,11,3
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Teófilo Otoni,MG,32,28,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,32,30,3
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,39,30,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Três Corações,MG,12,11,3
2023,AGRONOMIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,28,26,2
2023,ENGENHARIA AMBIENTAL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,2,2,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,20,20,4
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Três Corações,MG,7,4,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,10,5,3
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,23,20,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Três Corações,MG,22,18,3
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Ubá,MG,33,29,3
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,29,29,4
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,10,10,3
2023,FARMÁCIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,17,17,4
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,12,12,3
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,20,18,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Ubá,MG,25,24,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Ubá,MG,19,16,4
2023,MEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Ubá,MG,48,46,4
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Ubá,MG,17,14,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,Uberaba,MG,41,40,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,10,9,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,16,15,2
2023,ZOOTECNIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Uberaba,MG,43,40,3
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Uberaba,MG,37,37,4
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Uberaba,MG,37,34,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,14,12,3
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,3,3,1
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,30,29,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,29,28,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,17,15,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberaba,MG,12,12,4
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,30,26,4
2023,ZOOTECNIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,35,27,3
2023,AGRONOMIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,83,78,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,41,36,4
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,61,58,4
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,34,34,5
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,28,25,4
2023,ENGENHARIA DE ALIMENTOS,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,42,40,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,87,84,4
2023,BIOMEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,32,31,5
2023,NUTRIÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,46,44,4
2023,FISIOTERAPIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,59,58,4
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,54,49,4
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,47,45,4
2023,ENGENHARIA QUÍMICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberaba,MG,71,68,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,4,4,4
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,92,92,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,18,16,2
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,Uberaba,MG,3,3,2
2023,MEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,142,137,4
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,Uberaba,MG,20,18,2
2023,ENFERMAGEM,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,35,34,4
2023,ENGENHARIA QUÍMICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,18,15,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,22,22,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,24,23,4
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,15,13,3
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,Uberaba,MG,51,44,3
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,1,1,SC
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,26,26,4
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberaba,MG,47,47,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,Uberaba,MG,11,8,4
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,125,93,4
2023,AGRONOMIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,63,52,2
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,22,19,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,63,61,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,31,25,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,12,11,3
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,1,1,SC
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,15,15,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,63,61,2
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,1,0,SC
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,19,14,3
2023,AGRONOMIA,Bacharelado,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,Educação Presencial,Uberlândia,MG,51,34,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,7,7,3
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,27,14,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,18,10,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,10,2,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,3,0,SC
2023,AGRONOMIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,20,18,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,2,2,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,51,46,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,8,7,3
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,20,18,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,20,16,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,21,20,2
2023,BIOMEDICINA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,23,19,3
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,37,27,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,27,21,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,16,13,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,27,23,2
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,29,26,3
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,38,35,2
2023,ODONTOLOGIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,54,54,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,13,9,2
2023,ENGENHARIA AMBIENTAL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,1,0,SC
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,26,21,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,34,26,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,9,7,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,36,34,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,13,12,2
2023,ENGENHARIA CIVIL,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,36,29,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Uberlândia,MG,34,33,2
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,8,7,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,2,1,SC
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,5,4,3
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,14,13,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,35,35,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,49,46,2
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,56,53,3
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,2,2,1
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,74,70,2
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,32,31,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,31,29,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,17,14,2
2023,AGRONOMIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,51,49,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Uberlândia,MG,2,1,SC
2023,ODONTOLOGIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,85,84,4
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,91,78,4
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,57,48,5
2023,ENFERMAGEM,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,66,58,4
2023,MEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,180,172,4
2023,FISIOTERAPIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,55,53,4
2023,NUTRIÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,37,31,5
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,53,43,4
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,88,68,3
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,87,77,4
2023,AGRONOMIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,147,133,4
2023,ENGENHARIA QUÍMICA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,119,101,4
2023,BIOMEDICINA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,41,36,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,49,43,5
2023,ZOOTECNIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Uberlândia,MG,106,96,3
2023,ZOOTECNIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Unaí,MG,9,8,5
2023,FARMÁCIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Unaí,MG,28,25,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Unaí,MG,26,23,2
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada com fins lucrativos,Educação Presencial,Unaí,MG,30,27,2
2023,AGRONOMIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,Unaí,MG,27,24,3
2023,AGRONOMIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Unaí,MG,13,12,4
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Pública Federal,Educação Presencial,Unaí,MG,39,39,4
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,25,25,4
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,11,10,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Varginha,MG,27,19,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Varginha,MG,4,3,4
2023,AGRONOMIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,26,26,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,12,11,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,1,0,SC
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,17,16,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,5,4,5
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Varginha,MG,20,17,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,Varginha,MG,73,53,2
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,17,15,4
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,14,13,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,49,40,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,9,6,4
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,14,14,4
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,Varginha,MG,25,23,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Faculdade,Comunitária/Confessional,Educação Presencial,Varginha,MG,5,5,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Faculdade,Comunitária/Confessional,Educação Presencial,Varginha,MG,1,0,SC
2023,ENGENHARIA CIVIL,Bacharelado,Centro Federal de Educação Tecnológica,Pública Federal,Educação Presencial,Varginha,MG,57,52,4
